data_year,property_id,prop_desc_id,property_value,date_recovered,nibrs_prop_desc_id
2022,152342167,22,0,,
2022,152342357,38,1000,,
2022,152342168,22,0,,
2022,150435012,63,5600,,
2022,152342370,8,12,,
2022,152342370,38,65,,
2022,152342372,63,10,,
2022,150435014,3,6000,,
2022,152342365,17,50,,
2022,152342369,19,50,,
2022,153328623,16,100,,
2022,152342374,3,30000,,
2022,154797201,42,3539,,
2022,162304454,10,,,
2022,150435018,16,250,,
2022,150435019,63,600,,
2022,150435020,63,25,,
2022,150435005,6,155,,
2022,151193995,2,12,,
2022,153328637,29,500,,
2022,153328641,38,400,,
2022,152342385,20,200,,
2022,150435008,20,10,,
2022,150435058,3,1,,
2022,153328291,10,,,
2022,151193987,10,249,,
2022,151193988,10,,,
2022,151193989,10,,,
2022,151193990,19,2,,
2022,153328293,8,1,,
2022,151193992,61,1099,,
2022,151193993,33,100,,
2022,151194000,20,500,,
2022,152342179,32,1,,
2022,162304458,19,1,,
2022,153329240,2,5,,
2022,153329259,19,6,,
2022,153328665,16,25,,
2022,153328645,59,100,,
2022,153328654,20,3000,,
2022,153328669,20,209,,
2022,153328675,38,500,,
2022,153328680,52,0,,
2022,152342258,6,20,,
2022,152342258,12,30,,
2022,152342258,63,20,,
2022,152342260,20,1463,,
2022,153328513,54,1,2022-05-02,
2022,153328514,54,1,,
2022,152342270,50,121,,
2022,152342276,54,15,,
2022,152342273,38,749,,
2022,160737563,4,14079,,
2022,160737563,7,10088,,
2022,152342281,36,690,,
2022,152342281,38,350,,
2022,152342281,63,3202,,
2022,154795909,35,100,,
2022,153328701,20,33,,
2022,153328701,61,100,,
2022,153328706,63,137,,
2022,153328715,29,500,,
2022,154797237,63,150,,
2022,153328739,38,500,,
2022,152342193,38,1,,
2022,153328523,63,1,,
2022,153328311,4,600,,
2022,154795903,3,4200,,
2022,153328315,13,930,,
2022,153328302,3,500,,
2022,153328305,15,50000,,
2022,157201652,6,89,,
2022,154797311,2,30,,
2022,154797317,16,250,,
2022,157201652,8,149,,
2022,154797269,62,2000,,
2022,157201652,9,0,,
2022,157201652,12,95,,
2022,157201652,20,400,,
2022,157201652,36,165,,
2022,154797274,63,150,,
2022,157201652,62,1414,,
2022,153328307,3,500,,
2022,154797285,63,800,,
2022,154797292,17,24000,,
2022,157201658,20,400,,
2022,157201658,27,25,,
2022,157201658,38,5500,,
2022,157201658,62,300,,
2022,154795910,2,1,,
2022,162304457,8,1,,
2022,153328310,8,33,,
2022,154795919,63,1,,
2022,154795921,4,1,,
2022,157201666,63,3000,2022-06-24,
2022,157201667,38,656,,
2022,157201668,63,3000,,
2022,154795930,20,500,,
2022,154795934,50,73,,
2022,154795998,63,1,,
2022,154796007,16,780,,
2022,154796014,63,1,,
2022,154795860,6,1,,
2022,155985299,20,22000,,
2022,154795856,42,500,,
2022,154797467,20,800,,
2022,154797480,67,1,,
2022,154797327,8,50,,
2022,154797340,9,0,,
2022,154797391,63,6000,,
2022,154797354,36,400,,
2022,154795858,31,500,,
2022,162304743,63,30,,
2022,155985305,64,1500,,
2022,155985310,3,1115,,
2022,155985311,19,66,,
2022,162304757,10,,,
2022,162304768,20,500,,
2022,157201651,3,1,,
2022,155985300,33,100,,
2022,158274051,3,1,,
2022,155985304,63,20,,
2022,155985306,38,100,,
2022,157201598,38,100,,
2022,157201600,30,150,,
2022,157201602,3,1000,,
2022,157201681,63,700,,
2022,157201688,2,31,,
2022,155986188,63,2955,,
2022,154797438,52,0,,
2022,154797446,38,500,,
2022,159498743,10,,,
2022,157201698,33,1000,,
2022,157201707,8,32,,
2022,157201715,10,,,
2022,157201726,6,18,,
2022,157201734,20,5,,
2022,159498750,8,1,2022-09-15,
2022,159498751,8,1,,
2022,160737626,10,,,
2022,155986191,2,82,,
2022,154797417,63,235,,
2022,164110671,29,100,,
2022,155986154,38,400,,
2022,154797433,31,2000,,
2022,162304780,13,4700,,
2022,162304780,20,400,,
2022,162304780,36,400,,
2022,162304781,13,700,2022-11-30,
